"#filename","previous_sentence","following_sentence","comment_if_any","pause_content","pause_length_ms","postP23visual","postP23quality","postP23audio"
"cropped_2006-06-07_026-91_027-84.mp4","","Liebe Mitbürgerinnen und Mitbürger, jetzt geht es los.","beginning of the recording, no prior speech","a","93","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-07_040-71_041-67.mp4","Millionen haben auf diesen Augenblick gewartet - nicht nur in Deutschland, sondern in der ganzen Welt.","Vor dem Eröffnungsspiel gegen Costa Rica bin ich noch einmal mit Jürgen Klinsmann und unserer Nationalmannschaft zusammengetroffen.","","m","96","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-07_098-04_099-36.mp4","Das zeigt: Deutschland ist ein weltoffenes, ein modernes und ein lebendiges Land.","Heute wende ich mich zum ersten Mal auf einem ganz neuen Weg an Sie: mit einem Video-Podcast.","","m","132","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-07_135-03_135-84.mp4","Mir ist wichtig zu erfahren, was Sie beispielsweise über die Reformen denken, die die Bundesregierung anpackt.","Jetzt freue ich mich erst einmal auf den Anpfiff der Fußballweltmeisterschaft und wünsche uns allen, dass die Weltmeisterschaft in unserem Land für uns alle und für unsere vielen Gäste ein schönes, unvergessliches Erlebnis wird!","","m","81","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_026-88_027-57.mp4","","Liebe Mitbürgerinnen und Mitbürger!","beginning of the recording, no prior speech","a","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_049-41_050-34.mp4","Ihre Meinung zählt - darauf können Sie sich verlassen.","Heute geht es mir um ein wichtiges Projekt, das wir am Mittwoch im Bundeskabinett beschlossen haben: das Elterngeld.","","m","93","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_066-45_066-96.mp4","Ab Januar 2007 sollen es alle Mütter oder Väter bekommen, die ihre Kinder im ersten Lebensjahr selbst betreuen und erziehen.","Wer diese Aufgabe übernimmt, hat Anspruch auf 67 Prozent des durchschnittlichen Nettogehalts, das er in den zwölf Monaten davor verdient hat - höchstens 1.800 Euro.","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_079-29_079-89.mp4","Wer diese Aufgabe übernimmt, hat Anspruch auf 67 Prozent des durchschnittlichen Nettogehalts, das er in den zwölf Monaten davor verdient hat - höchstens 1.800 Euro.","Aber auch wer nicht erwerbstätig war, bekommt 300 Euro Elterngeld im Monat.","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_106-77_107-46.mp4","Wichtig ist auch: Wenn sich Mutter und Vater die Betreuung ihres Kindes teilen und der Partner mindestens zwei Monate zu Hause bleibt, erhalten sie 14 statt 12 Monate Elterngeld.","Wir beschreiten damit sehr bewusst einen ganz neuen Weg.","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_129-99_130-59.mp4","Und mehr noch: Es ist eine Anerkennung ihrer wichtigen persönlichen Erziehungsleistung.","Und die beiden ""Partnermonate"", wie wir sie nennen, sollen ein Zeichen setzen: Es ist eben nicht nur die Aufgabe eines Elternteils, sich um das Neugeborene zu kümmern, sondern beide stehen in der Verantwortung.","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_153-03_153-09.mp4","Ich wünsche mir, dass möglichst viele Eltern diese gemeinsame Verantwortung wahrnehmen und damit Anspruch auf die vollen 14 Monate Elterngeld haben.","Und ich wünsche mir noch etwas: Dass mehr und mehr Unternehmen ihren Mitarbeitern die Chance geben, eine Zeit lang zu Hause zu bleiben und ihre Kinder zu betreuen - ohne einen Karriereknick befürchten zu müssen.","","m","6","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_183-78_184-05.mp4","Jetzt müssen die Unternehmen das Ihre tun, damit die berufliche Pause nicht das berufliche Aus bedeutet.","Ich weiß, dass viele Arbeitgeber längst erkannt haben: Wer Kinder erzieht, entwickelt Organisationstalent, Improvisationskünste und Kreativität - und ist damit ein Gewinn für das Unternehmen.","","m","27","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-16_213-57_214-47.mp4","Auf mittlere und lange Sicht zahlt es sich aus, Teilzeitarbeitsplätze und Betriebskindergärten zur Verfügung zu stellen, um Müttern und Vätern den Wiedereinstieg ins Berufsleben zu erleichtern.","Das Elterngeld, das wir gerade beschlossen haben, ist ein wichtiger Beitrag zur besseren Vereinbarkeit von Beruf und Familie.","","m","90","Merkel","Perfectly clear","Merkel"
"cropped_2006-06-30_026-88_027-78.mp4","","An diesem Freitag hat nach langen und oft auch sehr schwierigen Verhandlungen der Bundestag die Föderalismusreform beschlossen.","beginning of the recording, no prior speech","m","90","Merkel","Perfectly clear","Merkel"
"cropped_2006-07-07_026-88_027-69.mp4","","Liebe Bürgerinnen und Bürger.","beginning of the recording, no prior speech","a","81","Merkel","Perfectly clear","Merkel"
"cropped_2006-07-14_026-88_027-51.mp4","","Liebe Mitbürgerinnen und Mitbürger.","beginning of the recording, no prior speech","a","63","Merkel","Perfectly clear","Merkel"
"cropped_2006-07-21_026-88_027-72.mp4","","Liebe Mitbürgerinnen und Mitbürger.","beginning of the recording, no prior speech","a","84","Merkel","Signer","Merkel"
"cropped_2006-09-08_045-12_045-66.mp4","Und das ist auch dringend notwendig, denn pro Kopf der Bevölkerung, einschließlich der Kinder unserer Gesellschaft, haben wir 17.500 Euro Schulden angehäuft.","Zum ersten Mal seit vielen Jahren werden wir jetzt mehr in die Zukunft investieren, als wir neue Schulden machen.","","a","54","Merkel","Perfectly clear","Merkel"
"cropped_2006-09-08_089-49_090-18.mp4","Viele Menschen fragen mich, ob angesichts der sprudelnden Steuereinnahmen denn tatsächlich die Erhöhung der Mehrwertsteuer kommen muss.","Ich sage ihnen: Ja, wir haben uns das gut überlegt, aber wir haben eine riesige Lücke in unserem Haushalt.","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-09-08_120-99_121-62.mp4","Denn die Länder haben auch erhebliche Schulden angehäuft und müssen in Straßen, Schulen und andere Dinge investieren.","Wir haben uns mit dem Haushalt 2007 endlich einen Weg aus der Schuldenspirale gebahnt.","","m","63","Merkel","Perfectly clear","Merkel"
"cropped_2006-09-29_061-17_061-68.mp4","vom 2. zum 3. Oktober 1990. Das alles hat für viele Menschen das Leben völlig verändert. Und für die Allermeisten zum Guten.","Und wir haben heute die Erkenntnis, dies war nicht nur eine Wende für Deutschland, dies war das Ende des","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-09-29_071-04_071-67.mp4","Und wir haben heute die Erkenntnis, dies war nicht nur eine Wende für Deutschland, dies war das Ende des Kalten Krieges und Europa ist zusammengewachsen.","Natürlich weiß ich, dass für viele sich Träume nicht erfüllt haben. Die Arbeitslosigkeit in den neuen","","m","63","Merkel","Perfectly clear","Merkel"
"cropped_2006-09-29_130-98_131-49.mp4","wieder zusammengeführt hat. Ein Deutschland, das nur glücklich werden kann, wenn es den Aufbau in den neuen Bundesländern ernst nimmt. In Ost und in West.","Diese Aufgabe ist nicht nur eine Aufgabe der Menschen in den neuen Ländern. Sie ist eine Aufgabe für alle","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-06_095-31_095-82.mp4","Ein gemeinsames Verständnis davon ist auch die Voraussetzung, mit anderen Kulturen und Religionen in einen ernsthaften und ehrlichen Dialog einzutreten.","Zweitens. Europa muss sagen, wo seine Grenzen liegen. Wir haben Beitrittsverhandlungen mit Grudazien und auch","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-06_115-56_116-25.mp4","Wir werden auf absehbare Zeit keine weiteren Mitgliedsstaaten aufnehmen können. Und auch die Beitrittsverhandlungen mit der Türkei müssen ergebnisoffen geführt werden.","Drittens. Europa muss seine wirtschaftliche Dynamik verbessern. Wir haben viele Wettbewerber auf der Welt, in","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-06_120-42_120-93.mp4","Und auch die Beitrittsverhandlungen mit der Türkei müssen ergebnisoffen geführt werden. Drittens. Europa muss seine wirtschaftliche Dynamik verbessern.","Wir haben viele Wettbewerber auf der Welt, in China und andere Länder holen auf. Und nur wenn Europa","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-06_137-73_138-72.mp4","für wirtschaftliches Wachstum kämpft, Bürokratie abbaut, auf Innovation und Neuerung setzt. Nur dann werden wir den Wohlstand auf unserem Kontinent erhalten können.","Viertens. Europa muss sein Gewicht gemeinsam in die Waagschale werfen, wenn es um die Gestaltung der","","m","99","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-06_164-49_165-36.mp4","einsetzen für faire Bedingungen im Welthandel und dies alles kann kein Mitgliedstaat alleine tun, sondern hier bedarf es der Gesamtheit der Europäischen Union.","Und fünftens, wir müssen sagen, wie unsere Verfasstheit ist. Was heißt das? Ich bin der Meinung, wir brauchen","","m","87","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-06_196-68_197-55.mp4","Und deshalb müssen wir uns Mühe geben, während unserer Präsidentschaft einen Fahrplan aufzuzeigen, wie ein Verfassungsvertrag in Europa Realität werden kann.","Ich glaube, es wird deutlich, wir haben viel zu tun in unserer Präsidentschaft. Wir wollen Europa den","","m","87","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-13_031-98_032-58.mp4","Das Bode-Museum ist Teil der Berliner Museumsinsel. Diese Museumsinsel wurde 1999 mit Fug und Recht zum UNESCO-Kulturerbe erklärt.","Während der Zeit der DDR in Ostberlin konnten die Kriegsschäden an der Museumsinsel nur ganz notdürftig","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-13_049-44_049-98.mp4","Deshalb wendet die Bundesregierung jetzt 1,2 Milliarden Euro auf, um diese Museumsinsel zu sanieren und wiederherzustellen.","Sie werden fragen, warum kümmert sich der Bund um so etwas? Ist Kultur nicht Ländersache? Ich antworte Ja.","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2006-10-13_055-53_056-04.mp4","diese Museumsinsel zu sanieren und wiederherzustellen. Sie werden fragen, warum kümmert sich der Bund um so etwas? Ist Kultur nicht Ländersache?","Ich antworte Ja. Kultur ist im Grundsatz Ländersache. Die Vielfalt der Staaten, die Vielfalt der Länder,","","m","51","Merkel","Signer","Merkel"
"cropped_2006-10-13_075-12_075-63.mp4","der Fürstentümer hat zu unserem kulturellen Reichtum geführt und deshalb wollen wir auch heute den Kulturföderalismus in der Bundesrepublik Deutschland.","Aber es gibt Kulturschätze, mit denen wäre ein einziges Bundesland überfordert. So wäre der Bundeshauptstadt","","m","51","Other","Not at all","Nobody"
"cropped_2006-10-13_152-88_153-39.mp4","von den Fertigkeiten der Künstler der Vergangenheit, dann ist dies ein völlig neues Gefühl und inspiriert uns alle auch einmal in Neuland vorzustoßen.","Deshalb wünsche ich mir, dass jeder in Deutschland einmal in seinem Leben die Museumsinsel besucht hat. Und","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-10_087-48_088-05.mp4","Leider ist gerade die Gewalt bei Jugendlichen in den letzten Jahren wieder angewachsen, insbesondere auch bei den rechtsextremistischen Straftaten.","Deshalb können wir nicht einfach immer nur neue Gesetze machen, sondern wir müssen mit den entsprechenden","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-10_101-01_102-72.mp4","sondern wir müssen mit den entsprechenden Mitteln eingreifen. Da ist für mich zum Beispiel das Thema Videoüberwachung von Plätzen ein ganz besonderes Beispiel.","Videoüberwachung alleine reicht aber nicht, um den Gefährdungen zu begegnen. Wir haben es mit völlig neuen","","m","171","Interviewer","Perfectly clear","Merkel"
"cropped_2006-11-10_158-04_159-03.mp4","vorzeitig aufklären zu können. Und wir werden die Daten von der Lkw-Maut nutzen, um Terroristen auch besser verfolgen zu können.","Im ersten Halbjahr des Jahres 2007 stellt Deutschland die EU-Ratspräsidentschaft. Das Thema innere Sicherheit","","m","99","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-10_181-95_182-58.mp4","die Sicherheit der Bürgerinnen und Bürger garantieren. Hier müssen wir gemeinsam arbeiten. So werden wir zum Beispiel eine Institution wie Europol stärken.","Wir tun alles, um innere Sicherheit in Deutschland und in Europa zu gewährleisten. Wir brauchen Polizistinnen","","m","63","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-10_199-02_200-13.mp4","und Polizisten, aber wir brauchen genauso Bürgerinnen und Bürger mit Zivilcourage. Lassen Sie uns alles dafür tun, damit unser Land noch sicherer wird.","Music","","m","111","Animation","Not at all","Nobody"
"cropped_2006-11-24_026-52_027-09.mp4","Staats- und Regierungschefs zum NATO-Gipfel in Riga. Schon der Tagungsort zeigt, wie sich das Nordatlantische Verteidigungsbündnis in den letzten Jahren verändert hat.","Zehn neue Mitgliedsstaaten sind dazugekommen, seitdem der Kalte Krieg beendet ist. Lettland ist eines der","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-24_068-82_069-06.mp4","Armeen mehr in der Mitte Europas. Aber die neue Bedrohung heißt Terrorismus. Den terroristischen Gefahren müssen wir begegnen.","Wir können das nicht mehr tun, indem wir im Innern unseres Landes wachsam und aufmerksam sind. Das allein","","m","24","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-24_103-95_104-52.mp4","werden wir auf dem NATO-Gipfel ganz besonders auch über Afghanistan sprechen. Wir wollen, dass das Verteidigungsbündnis die NATO in Afghanistan erfolgreich ist.","Dazu brauchen wir eine gemeinschaftliche Strategie, und die Bundesregierung und die Bundesrepublik wird ihren","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-24_112-53_113-04.mp4","erfolgreich ist. Dazu brauchen wir eine gemeinschaftliche Strategie und die Bundesregierung und die Bundesrepublik wird ihren Beitrag dazu leisten.","Schon heute sind wir im Norden Afghanistans engagiert, einem Teil des Landes, in dem 40% der Bevölkerung","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-24_136-17_137-01.mp4","verbindet. Ich möchte an dieser Stelle sehr deutlich den Soldatinnen und Soldaten, aber genauso allen zivilen Helfern ein ganz herzliches Dankeschön sagen.","Von Riga, ohne den Ergebnissen vorauszugreifen, wird ein Signal der Geschlossenheit ausgehen. Denn die NATO","","m","84","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-24_155-37_155-91.mp4","das auch, dass die Mission in Afghanistan ein Erfolg wird. Wir kämpfen um die Herzen der Menschen in diesem Land, das so unendlich viel erlitten hat.","Und wir werden von Riga aus das Signal geben, dass die NATO in einer Welt die ganz neuen Bedrohungen entgegen","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2006-11-24_166-56_167-01.mp4","rigor aus das Signal geben, dass die NATO in einer Welt, die ganz neuen Bedrohungen entgegensieht, in einer solchen Welt weiter gebraucht wird.","Der alte NATO-Spruch, Wachsamkeit ist der Preis der Freiheit, der gilt auch im 21. Jahrhundert. Wenn wir für","","m","45","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-16_065-91_066-72.mp4","in alle Bereiche unseres Lebens. Chips kennen Sie inzwischen vom Herd bis zum Kühlschrank, von der Waschmaschine bis zum Fernseher.","Viele der Produkte, die wir heute in Deutschland kaufen, sind im Ausland gefertigt und entwickelt. Zum Teil","","m","81","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-16_079-38_080-25.mp4","sind im Ausland gefertigt und entwickelt. Zum Teil in den Vereinigten Staaten von Amerika, zum Teil in Asien oder in anderen Teilen der Welt.","Deutschland hat zwar den Computer erfunden, aber heute an diesen Entwicklungen leider nur noch einen geringen","","m","87","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-16_099-81_100-38.mp4","Deshalb habe ich und die gesamte Bundesregierung nächste Woche zu einem IT-Gipfel eingeladen. Dem ersten Gipfel dieser Art, den wir in Deutschland veranstalten.","Wir wollen zum ersten Mal Nutzer und Entwickler der Informations- und Kommunikationstechnologie","","m","57","Interviewer","Perfectly clear","Interviewer"
"cropped_2006-12-16_125-16_125-82.mp4","Einrichtung, sondern in einem privat finanzierten Institut, dem Hasso-Platner-Institut. Dort werden Wissenschaftler auf höchstem Niveau ausgebildet.","Zur Vorbereitung dieses IT-Gipfels haben bereits Arbeitsgruppen getagt und sie haben sehr konkrete Resultate","","m","66","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-16_154-44_155-25.mp4","durch Radiochips zu ersetzen. Und wir werden eine neue Suchmaschine entwickeln, damit auch Deutschland hier besser an die Spitze kommt.","Dieser IT-Gipfel soll Folgendes erreichen. Im Rahmen unserer Hightech-Strategie, die ich Ihnen vor einigen","","m","81","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-16_190-11_190-68.mp4","und diejenigen, die ein Interesse an neuen Produkten haben, die richtigen Rahmenbedingungen vorfinden. Das können wir nur schaffen, wenn wir miteinander im Gespräch sind.","Wir wissen, die Revolution der Informations- und Kommunikationstechnologie ist noch längst nicht an ihrem","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-23_035-04_036-09.mp4","Feiertage, an denen man etwas Muße hat, wo sich die Familie trifft, wo man mit Freunden reden kann oder einfach auch einmal nachdenken kann.","Ausgangspunkt des Weihnachtsfestes ist für mich die christliche Weihnachtsbotschaft. Aber natürlich freuen","","m","105","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-23_040-62_041-49.mp4","mit Freunden reden kann oder einfach auch einmal nachdenken kann. Ausgangspunkt des Weihnachtsfestes ist für mich die christliche Weihnachtsbotschaft.","Aber natürlich freuen wir uns auch alle auf Geschenke, darauf, dass andere Menschen an uns denken oder wir","","m","87","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-23_055-08_056-67.mp4","dass andere Menschen an uns denken oder wir uns für unsere Bekannten und Freunde und Familienangehörigen etwas ganz Besonderes überlegt haben.","Noch wichtiger als manches Geschenk ist vielleicht auch, dass wir Zeit haben. Zeit haben für Menschen, die","","m","159","Merkel","Cut or Zoom","Merkel"
"cropped_2006-12-23_069-48_070-02.mp4","Vielleicht auch, dass wir Zeit haben. Zeit haben für Menschen, die Sorgen haben, für Menschen, die krank sind, für Menschen, die in unserer Gesellschaft alleine leben.","Ich jedenfalls wünsche Ihnen, dass Sie diese Ruhe und diese Muße finden. Und für mich etwas ganz besonders","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-23_075-27_075-87.mp4","die krank sind, für Menschen, die in unserer Gesellschaft alleine leben. Ich jedenfalls wünsche Ihnen, dass Sie diese Ruhe und diese Muße finden.","Für mich etwas ganz besonders Schönes im Zusammenhang mit Weihnachten. Das sind die Lieder, die wir zu","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-23_106-38_107-19.mp4","Ganz besonders schön sind die Weihnachtslieder von Paul Gehert, dessen Geburtstag wir im nächsten Jahr 400 Jahre zurück gedenken.","Liebe Mitbürgerinnen und Mitbürger, ich wünsche Ihnen gesegnete Feiertage, ein frohes Fest und dann auch","","m","81","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_025-83_026-67.mp4","überraschen wir uns damit, was möglich ist. Das Jahr 2006 hat gezeigt, dass das keine bloße Redewendung sein muss.","Überraschen wir uns damit, was möglich ist. Sie wie ich denken dabei sicher zuerst an die sportlichen","","m","84","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_039-84_040-38.mp4","Sie wie ich denken dabei sicher zuerst an die sportlichen Höhepunkte, besonders an die Leistung von Jürgen Klinsmanns Fußball-Nationalmannschaft.","Die hatte allen Pessimisten zum Trotz eine großartige Weltmeisterschaft gespielt. Sie und viele andere haben","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_046-44_047-04.mp4","von Jürgen Klinsmanns Fußball-Nationalmannschaft. Die hatte allen Pessimisten zum Trotz eine großartige Weltmeisterschaft gespielt.","Sie und viele andere haben 2006 gezeigt, was mit Fleiß, mit Zielstrebigkeit und dem Glauben an die eigenen","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_057-87_058-68.mp4","Viele andere haben 2006 gezeigt, was mit Fleiß, mit Zielstrebigkeit und dem Glauben an die eigenen Stärken möglich ist.","Und die Welt war in diesem Sommer wahrlich zu Gast bei Freunden. Wir Deutschen haben das Mitreißende von","","m","81","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_075-33_075-93.mp4","von Schwarz, Rot, Gold gespürt. Wir haben damit ein neues, ein schönes Bild von Deutschland in die Welt getragen.","Und das trägt weiter, auch über die Wochen des Sommermärchens hinaus. Denn ein klares Bekenntnis zu unseren","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_082-05_083-28.mp4","schönes Bild von Deutschland in die Welt getragen. Und das trägt weiter, auch über die Wochen des Sommermärchens hinaus.","Denn ein klares Bekenntnis zu unseren Werten und Wurzeln und ein friedliches und tolerantes Zusammenleben,","","m","123","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_104-73_105-42.mp4","Auf dieser Grundlage hat die Bundesregierung sich vorgenommen, einen Integrationsplan für die bei uns lebenden ausländischen Mitbürgerinnen und Mitbürger zu erarbeiten.","Sie hat auch zum ersten Mal einen ernsthaften Dialog mit Vertretern der Muslime begonnen. Nur wer zu sich","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_112-26_112-86.mp4","Mitbürgerinnen und Mitbürger zu erarbeiten. Sie hat auch zum ersten Mal einen ernsthaften Dialog mit Vertretern der Muslime begonnen.","Nur wer zu sich selbst steht, kann Respekt von anderen erwarten. Überraschen wir uns damit, was möglich","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_118-08_119-19.mp4","einen ernsthaften Dialog mit Vertretern der Muslime begonnen. Nur wer zu sich selbst steht, kann Respekt von anderen erwarten.","Überraschen wir uns damit, was möglich ist. Unser deutscher Astronaut Thomas Reiter hat fast sechs Monate auf","","m","111","Interviewer","Perfectly clear","Interviewer"
"cropped_2006-12-31_139-83_141-03.mp4","und gearbeitet. Deutsche und europäische Wissenschaftler, sie sind Pioniere der Forschung und sie sind international Spitze.","Und genauso haben die Jugendlichen Großes geleistet, die der Deutsche Industrie- und Handelskammertag als","","m","120","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_149-91_150-48.mp4","Und genauso haben die Jugendlichen Großes geleistet, die der Deutsche Industrie- und Handelskammertag als unsere Besten ausgezeichnet hat.","212 Auszubildende in 182 Berufen haben in vorbildlicher Weise gezeigt, was in ihnen","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_159-69_160-98.mp4","212 Auszubildende in 182 Berufen haben in vorbildlicher Weise gezeigt, was in ihnen steckt.","Überraschen wir uns damit, was möglich ist. Auch politisch. Die Arbeitslosigkeit ist in diesem Jahr um fast","","m","129","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_186-66_187-98.mp4","Immer weniger Unternehmen gehen pleite. Und 2007 werden wir die geringste Neuverschuldung seit der Wiedervereinigung haben.","Auch außenpolitisch hat Deutschland an Ansehen gewonnen. Wir sind ein geachteter und verlässlicher Partner in","","m","132","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_198-03_198-72.mp4","Auch außenpolitisch hat Deutschland an Ansehen gewonnen. Wir sind ein geachteter und verlässlicher Partner in Europa und der Welt.","Europa gelingt gemeinsam. Das ist das Motto unserer morgen beginnenden europäischen Ratspräsidentschaft. Und","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_206-34_207-03.mp4","und der Welt. Europa gelingt gemeinsam. Das ist das Motto unserer morgen beginnenden europäischen Ratspräsidentschaft.","Und ich füge hinzu, Europa gelingt nur gemeinsam. Nur ein einiges Europa kann die Herausforderungen von","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_224-37_225-00.mp4","die Herausforderungen von Globalisierung, also weltweitem Handel, aber auch von Gewalt, Terror und Krieg annehmen.","Ein gespaltenes Europa ist zum Scheitern verurteilt. Verantwortung zu übernehmen, zu","","m","63","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_229-05_230-91.mp4","aber auch von Gewalt, Terror und Krieg annehmen. Ein gespaltenes Europa ist zum Scheitern verurteilt.","Verantwortung zu übernehmen, zu Hause, in Europa und der Welt, das ist am Ende immer","","m","186","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_262-11_263-58.mp4","die im Augenblick auch unter Einsatz ihres eigenen Lebens fern der Heimat helfen, Frieden und Stabilität zu sichern.","Europa gelingt gemeinsam. Und Europa gelingt, wenn alle zu Hause im eigenen Land ihre Hausaufgaben","","m","147","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_271-68_272-34.mp4","Europa gelingt gemeinsam. Und Europa gelingt, wenn alle zu Hause im eigenen Land ihre Hausaufgaben machen.","Wir müssen uns also 2007 schlichtweg doppelt anstrengen. Für Fortschritte in Europa und vornweg für die","","m","66","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_285-06_285-99.mp4","doppelt anstrengen. Für Fortschritte in Europa und vornweg für die Fortsetzung des wirtschaftlichen Aufschwungs in Deutschland.","Wir wollen ihn nachhaltig und dauerhaft machen. Gäben wir uns jetzt mit den ersten Erfolgen zufrieden, dann","","m","93","Merkel","Cut or Zoom","Merkel"
"cropped_2006-12-31_301-92_302-49.mp4","Erfolgen zufrieden, dann bliebe die wirtschaftliche Belebung, wie schon in der Vergangenheit viel zu oft erlebt, wieder nur ein Strohfeuer.","Und alles würde nur noch schwieriger werden. Genau das wollen wir verhindern. Dabei weiß ich sehr wohl,","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_308-49_309-72.mp4","erlebt, wieder nur ein Strohfeuer. Und alles würde nur noch schwieriger werden. Genau das wollen wir verhindern.","Dabei weiß ich sehr wohl, welche Belastungen mit manchen Entscheidungen für Sie verbunden sind. Liebe","","m","123","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_323-61_324-33.mp4","für sie verbunden sind. Liebe Mitbürgerinnen und Mitbürger, auch ist der Erfolg von Reformen nie sofort zu spüren.","Doch die guten wirtschaftlichen Zahlen jetzt, ganz besonders die sinkende Arbeitslosigkeit, sie zeigen, dass","","m","72","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_337-26_338-01.mp4","ganz besonders die sinkende Arbeitslosigkeit. Sie zeigen, dass sich die Anstrengungen und Härten nach einiger Zeit auszahlen.","Das jetzt mit dem Aufschwung ganz konkret zu erfahren, das kann uns auf dem weiteren Reformweg nur","","m","75","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_346-08_346-68.mp4","auszahlen. Das jetzt mit dem Aufschwung ganz konkret zu erfahren, das kann uns auf dem weiteren Reformweg nur ermutigen.","Bei der Rente mit 67 oder der zurzeit hart umkämpften Gesundheitsreform. Auch bei der Reform der","","m","60","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_352-38_352-89.mp4","auf dem weiteren Reformweg nur ermutigen. Bei der Rente mit 67 oder der zurzeit hart umkämpften Gesundheitsreform.","Auch bei der Reform der Pflegeversicherung, der Unternehmenssteuerreform oder bei weiteren","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_374-67_376-44.mp4","Sie alle werden ihre positive Wirkung nicht schon am Tag des Inkrafttretens der Gesetze entfalten. Aber nach einiger Zeit werden Sie sie bringen.","Deutschland wandelt sich Schritt für Schritt. Wir können das nach wie vor drängenste Problem unseres","","m","177","Merkel","Perfectly clear","Merkel"
"cropped_2006-12-31_396-75_397-47.mp4","weiter in den Griff bekommen. Sie abzubauen, steht auch im kommenden Jahr im Zentrum aller Bemühungen der Bundesregierung.","Wir wollen die Schuldenlasten der öffentlichen Haushalte weiter senken. So schaffen wir neue Spielräume für","","m","72","Merkel","Perfectly clear","Merkel"
