"#filename","previous_sentence","following_sentence","comment_if_any","pause_content","pause_length_ms","postP23visual","postP23quality","postP23audio"
"cropped_2012-10-13_046-59_047-04.mp4","die Europäische Union weiterentwickeln und zu einem Modell machen wollen, wie auch andere Regionen der Welt besser zusammenleben können.","Brauchen wir die EU und den Euro denn wirklich, oder wäre auch ein Deutschland ohne EU und Euro möglich? Ich","","m","45","Interviewer","Perfectly clear","Interviewer"
"cropped_2012-10-13_126-96_127-47.mp4","gemeinsam Raum zu haben, in dem man sich aufhalten kann, in dem man Rechtssicherheit hat, das ist ein Lebensgefühl, das hatten die Generationen vor uns nicht.","Und es gibt eine Wirtschaftsunion und die EU versucht ja auch außenpolitisch geschlossen aufzutreten. Wäre","","m","51","Interviewer","Perfectly clear","Interviewer"
"cropped_2012-11-03_019-26_020-37.mp4","Frau Merkel, die Gretchenfrage. Sind Sie religiös? Woran glauben Sie und worauf hoffen Sie?","Also ich bin Mitglied der evangelischen Kirche, ich glaube an Gott und die Religion ist auch mein ständiger","","sm+i","111","Merkel","Perfectly clear","Merkel"
"cropped_2012-11-03_078-33_079-05.mp4","in denen das Land regiert wird, und zwar einem geistlichen und einem weltlichen. Wie ist das heute? Warum ist Deutschland kein leizistischer Staat? Und was halten Sie persönlich davon?","Ich finde, wir haben das in Deutschland sehr gut organisiert. Wir haben eine Trennung von Kirche und Staat.","","sm+i","72","Merkel","Perfectly clear","Merkel"
"cropped_2012-11-03_259-56_260-37.mp4","nicht über katholisch und evangelisch sprechen, sondern auch über andere Religionen. Nun haben aber viele große Religionen einen absoluten und ausschließlichen Wahrheitsanspruch. Wie kann man damit umgehen?","Ich glaube, man kann damit umgehen. Ich kann mich zu meinem Glauben bekennen und kann aber auch akzeptieren,","","i","81","CutInterviewer2Merkel","Cut or Zoom","Merkel"
"cropped_2012-11-24_029-04_029-82.mp4","Verdienste in der Berichterstattung und Aufklärung im sozialen Bereich. Welchen Wert hat investigativer Journalismus für die Gesellschaft? Welchen Nutzen für die Politik?","Journalismus ist natürlich wichtig, aber hier ist es gerade eine sehr interessante Kombination, denn die","","sm","78","Merkel","Perfectly clear","Merkel"
"cropped_2012-11-24_101-19_101-88.mp4","Bürgerinnen und Bürger so zu informieren, dass sie an der demokratischen Meinungs- und Willensbildung teilhaben können. Fühlen Sie sich von Journalisten denn auch manchmal gestört?","Journalisten haben jetzt nicht die Aufgabe, mir immer zu gefallen oder nur dann zu kommen, wenn ich gerade","","sm","69","Merkel","Perfectly clear","Merkel"
"cropped_2012-11-24_344-31_345-03.mp4","den deutsch-russischen Regierungskonsultationen auch über die Pressefreiheit gesprochen. Was kann ein Staat wie Deutschland tun, damit auch im Ausland die Pressefreiheit bessere Beachtung findet?","Wir können – und das sage ich für mich ganz persönlich – da, wo wir hinfahren, und den Eindruck haben, dass","","i","72","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-15_026-97_028-17.mp4","die internationale Zusammenarbeit gefordert haben. Die globale Finanzkrise, die Krise in der Eurozone, sowie die Entwicklung im Nahen Osten und Nordafrika sind nur einige davon. Was hat Sie persönlich besonders gefordert?","Auch im Jahre 2012 hat mich natürlich die Rettung des Euro, die Stabilisierung des Euro sehr gefordert. Wir","","sm","120","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-15_200-43_200-94.mp4","der Gesellschaft. Trotz eines wirtschaftlich sehr turbulenten Umfelds und schwieriger globaler Rahmenbedingungen hat sich Deutschland als weitgehend Krisenfest erwiesen. Gehen Sie optimistisch in das Jahr 2013?","Ich gehe optimistisch in das Jahr, aber ich gehe auch bedacht in das Jahr, denn wir sehen, dass auch hier","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_022-89_023-52.mp4","Es fand der erste Spieltag der Fußball-Bundesliga statt. Der deutsche Erfinder und Fernsehpionier Walter Bruch stellte sein Farbfernsehverfahren PAL vor.","Vor 50 Jahren war es auch, als der amerikanische Präsident John F. Kennedy im durch die Mauer geteilten","","m","63","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_035-46_036-09.mp4","als der amerikanische Präsident John F. Kennedy im durch die Mauer geteilten Berlin seine legendären Worte sagte Ich bin ein Berliner.","Im selben Jahr unterschrieben Frankreich und Deutschland Charles de Gaulle und Konrad Adenauer den","","m","63","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_050-67_051-33.mp4","den Elysee-Vertrag. Sie bekräftigten damit den Wunsch, beider Völker sich nach zwei furchtbaren Weltkriegen zu versöhnen.","Am Anfang sind es oft nur wenige, die vorausgehen, ein Stein ins Rollen bringen und Veränderung möglich","","m","66","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_058-68_059-34.mp4","Weltkriegen zu versöhnen. Am Anfang sind es oft nur wenige, die vorausgehen, ein Stein ins Rollen bringen und Veränderung möglich machen.","Wer Mut zeigt, macht Mut. Dieser Satz des Sozialreformers Adolf Kolping bringt das auf den","","m","66","Interviewer","Perfectly clear","Interviewer"
"cropped_2012-12-31_067-26_068-28.mp4","möglich machen. Wer Mut zeigt, macht Mut. Dieser Satz des Sozialreformers Adolf Kolping bringt das auf den Punkt.","Auch heute gibt es in unserem Land viele Mutige und Hilfsbereite. Ein junger Teilnehmer meines Bürgerdialogs","","m","102","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_072-78_073-35.mp4","des Sozialreformers Adolf Kolping bringt das auf den Punkt. Auch heute gibt es in unserem Land viele mutige und hilfsbereite.","Ein junger Teilnehmer meines Bürgerdialogs in Heidelberg erzählte mir, dass ein Spieler aus seinem","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_099-06_099-87.mp4","warum es gut ist, in die Schule zu gehen. Das taten sie beim nächsten Training und das hat gewirkt. Der Mitspieler brach die Schule nicht ab.","Das ist nur eine von vielen Geschichten, die überhaupt nicht spektakulär, aber dennoch bezeichnend für","","m","81","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_109-32_110-07.mp4","Das ist nur eine von vielen Geschichten, die überhaupt nicht spektakulär, aber dennoch bezeichnend für unseren Zusammenhalt sind.","Es sind Freunde und Nachbarn, die Initiativen ergreifen oder einen Missstand beheben. Es sind die Familien,","","m","75","Merkel","Cut or Zoom","Merkel"
"cropped_2012-12-31_130-35_131-13.mp4","Kinder und um ihre Angehörigen kümmern. Es sind Gewerkschafter und Unternehmer, die gemeinsam für die Sicherheit der Arbeitsplätze arbeiten.","Sie und viele mehr machen unsere Gesellschaft menschlich und erfolgreich. So wurde es möglich, dass wir in","","m","78","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_137-22_137-79.mp4","für die Sicherheit der Arbeitsplätze arbeiten. Sie und viele mehr machen unsere Gesellschaft menschlich und erfolgreich.","So wurde es möglich, dass wir in diesem Jahr die niedrigste Arbeitslosigkeit und die höchste Beschäftigung","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_146-43_147-18.mp4","So wurde es möglich, dass wir in diesem Jahr die niedrigste Arbeitslosigkeit und die höchste Beschäftigung seit der Wiedervereinigung hatten.","Das bedeutet für viele Hunderttausend Familien, eine sichere Zukunft zu haben und Anerkennung zu erfahren.","","m","75","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_154-95_155-49.mp4","Vereinigung hatten. Das bedeutet für viele 100.000 Familien, eine sichere Zukunft zu haben und Anerkennung zu erfahren.","Und das bedeutet für unsere jungen Menschen die Sicherheit, eine Ausbildung, einen Arbeitsplatz und damit","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_164-88_166-08.mp4","Und das bedeutet für unsere jungen Menschen die Sicherheit, eine Ausbildung, einen Arbeitsplatz und damit einen guten Start ins Leben zu haben.","Dennoch weiß ich, dass viele natürlich auch mit Sorgen in das neue Jahr gehen. Und tatsächlich wird das","","m","120","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_178-05_179-19.mp4","natürlich auch mit Sorgen in das neue Jahr gehen. Und tatsächlich wird das wirtschaftliche Umfeld nächstes Jahr nicht einfacher, sondern schwieriger.","Das sollte uns jedoch nicht mutlos werden lassen, sondern im Gegenteil ansporn sein. Dazu möchte ich Ihnen","","m","114","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_185-64_186-63.mp4","nicht einfacher, sondern schwieriger. Das sollte uns jedoch nicht mutlos werden lassen, sondern im Gegenteil ansporn sein.","Dazu möchte ich Ihnen von zwei kleinen medizinischen Wundern erzählen. Ich habe vor kurzem einen zehnjährigen","","m","99","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_191-52_192-18.mp4","sondern im Gegenteil ansporn sein. Dazu möchte ich Ihnen von zwei kleinen medizinischen Wundern erzählen.","Ich habe vor kurzem einen zehnjährigen Jungen kennengelernt, der fast taub zur Welt kam. Dann erhielt er ein","","m","66","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_206-88_207-57.mp4","Welt kam. Dann erhielt er ein hochmodernes Implantat. Heute kann er Musik hören und ohne Probleme die Schule besuchen.","Und ich bin auch einer jungen Frau begegnet, die seit drei Jahren mit einer mitwachsenden Herzklappenprothese","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_218-73_219-69.mp4","begegnet, die seit drei Jahren mit einer mitwachsenden Herzklappenprothese lebt. Damit kann sie Sport machen und ein normales Leben führen.","Das sind kleine medizinische Wunder. Sie sind der Erfolg unserer Forscher. Für den Jungen und die","","m","96","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_222-66_223-02.mp4","Klappenprothese lebt. Damit kann sie Sport machen und ein normales Leben führen. Das sind kleine medizinische Wunder.","Sie sind der Erfolg unserer Forscher. Für den Jungen und die Frau bedeutet Forschung sein Hören und ihren","","m","36","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_237-57_238-35.mp4","Die Frau bedeutet Forschung, sein Hören und ihren Herzschlag. Es bedeutet Alltag und Lebensqualität.","Für unser Land bedeutet Forschung Arbeitsplätze. Wenn wir etwas können, was andere nicht können, dann","","m","78","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_248-34_249-18.mp4","Für unser Land bedeutet Forschung Arbeitsplätze. Wenn wir etwas können, was andere nicht können, dann erhalten und schaffen wir Wohlstand.","Deshalb investieren wir so viel wie nie zuvor in Bildung und Forschung. Deshalb bauen wir Deutschland zu","","m","84","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_271-05_271-95.mp4","demografischen Wandel vor. Und deshalb bringen wir die Staatsfinanzen in Ordnung. Diese Ziele leiten uns auch 2013.","Wir brauchen für unseren Wohlstand und unseren Zusammenhalt die richtige Balance. Wir brauchen die","","m","90","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_277-83_278-37.mp4","leiten uns auch 2013. Wir brauchen für unseren Wohlstand und unseren Zusammenhalt die richtige Balance.","Wir brauchen die Bereitschaft zur Leistung und soziale Sicherheit für alle. Wie wichtig diese Balance ist,","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_283-44_284-01.mp4","Wohlstand und unseren Zusammenhalt die richtige Balance. Wir brauchen die Bereitschaft zur Leistung und soziale Sicherheit für alle.","Wie wichtig diese Balance ist, das zeigt uns auch die europäische Staatsschuldenkrise. Die Reformen, die wir","","m","57","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_289-29_289-08.mp4","zur Leistung und soziale Sicherheit für alle. Wie wichtig diese Balance ist, das zeigt uns auch die europäische Staatsschuldenkrise.","Die Reformen, die wir beschlossen haben, beginnen zu wirken. Dennoch brauchen wir weiterhin viel Geduld. Die","","m","-21","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_300-00_300-66.mp4","Die Reformen, die wir beschlossen haben, beginnen zu wirken. Dennoch brauchen wir weiterhin viel Geduld. Die Krise ist noch längst nicht überwunden.","Und auch international muss noch mehr getan werden, um die Finanzmärkte besser zu überwachen. Die Welt hat","","m","66","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_306-21_306-72.mp4","Die Krise ist noch längst nicht überwunden. Und auch international muss noch mehr getan werden, um die Finanzmärkte besser zu überwachen.","Die Welt hat die Lektion der verheerenden Finanzkrise von 2008 noch nicht ausreichend gelernt. Doch nie","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_312-09_313-59.mp4","werden, um die Finanzmärkte besser zu überwachen. Die Welt hat die Lektion der verheerenden Finanzkrise von 2008 noch nicht ausreichend gelernt.","Doch nie wieder darf sich eine solche Verantwortungslosigkeit wie damals durchsetzen. In der sozialen","","m","150","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_326-37_327-54.mp4","wie damals durchsetzen. In der sozialen Marktwirtschaft ist der Staat der Hüter der Ordnung. Darauf müssen die Menschen vertrauen können.","Liebe Mitbürgerinnen und Mitbürger, denken wir gerade in dieser Stunde auch an die, die für unsere Sicherheit","","m","117","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_329-91_330-45.mp4","Die Marktwirtschaft ist der Staat der Hüter der Ordnung. Darauf müssen die Menschen vertrauen können. Liebe Mitbürgerinnen und Mitbürger!","Denken wir gerade in dieser Stunde auch an die, die für unsere Sicherheit sorgen – hierzulande und fern der","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_338-01_338-85.mp4","Bürgerinnen und Mitbürger. Denken wir gerade in dieser Stunde auch an die, die für unsere Sicherheit sorgen – hierzulande und fern der Heimat.","Es sind unsere Soldatinnen und Soldaten, Polizistinnen und Polizisten und zivilen Helfer, die unter großen","","m","84","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_359-94_360-84.mp4","Ich weiß von meinen Gesprächen mit Ihnen, wie viel es Ihnen bedeutet, wenn wir zu Hause an Sie denken. Ihnen möchte ich heute Abend besonders danken.","Zuversicht für das kommende Jahr kann sich auch aus einem Satz des griechischen Philosophen Demokrit speisen.","","m","90","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_374-85_375-57.mp4","des griechischen Philosophen Demokrit Speisen. Er hat gesagt, Mut steht am Anfang des Handelns, Glück am Ende.","Lassen Sie uns in diesem Sinne auch 2013 gemeinsam diejenigen tragen, die es schwer haben, die einsam oder","","m","72","Merkel","Perfectly clear","Merkel"
"cropped_2012-12-31_386-19_386-07.mp4","und uns in diesem Sinne auch 2013 gemeinsam diejenigen tragen, die es schwer haben, die einsam oder krank sind oder die Trost brauchen.","Lassen Sie uns gemeinsam auch das neue Jahr zu einem Jahr machen, in dem wir einmal mehr unsere größten","","m","-12","Merkel","Perfectly clear","Merkel"
"cropped_2013-01-19_019-08_020-88.mp4","Was fühlen Sie, wenn Sie an die deutsch-französischen Beziehungen denken?","Ich fühle eine sehr große Nähe - auf der einen Seite: Wir haben viele, viele Möglichkeiten, uns zu treffen, nicht nur politisch, sondern die Jugendlichen","","sm+i","180","Merkel","Perfectly clear","Merkel"
"cropped_2013-01-19_073-98_074-52.mp4","Warum ist es heute immer noch wichtig, die deutsch-französischen Beziehungen intensiv zu pflegen?","Weil es in der Geschichte nicht so etwas gibt, dass etwas für immer selbstverständlich ist, sondern weil jede Generation wieder sich die Dinge","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2013-01-19_127-59_128-28.mp4","Adenauer und de Gaulle das ganz gut schon einmal geregelt haben, ist das jetzt für die nächsten Jahrhunderte klar. Sondern das muss immer wieder diskutiert werden.","Auch das Deutsch-Französische Jugendwerk wird dieses Jahr 50 Jahre alt.","","m","69","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-01-19_141-63_142-26.mp4","Welche Chancen und Herausforderungen sehen Sie für den deutsch-französischen Jugendaustausch in den nächsten Jahrzehnten, auch mit Blick auf Europa?","Ich glaube das wir uns auch hier sehr gezielt bemühen müssen, junge Menschen zu begeistern. Die Welt ist ja heute für viele Jugendliche sehr einfach erreichbar","","sm","63","Merkel","Perfectly clear","Merkel"
"cropped_2013-01-19_227-97_228-66.mp4","noch enger zusammenarbeiten, um die Jugendarbeitslosigkeit gemeinsam zu bekämpfen und mehr Jobs zu schaffen?","Sicherlich müssen wir das. Wir haben ja einen Binnenmarkt. Das heißt, wie kennen keine Grenzen beim Transport von Waren. Aber wenn junge Menschen","","m","69","Merkel","Perfectly clear","Merkel"
"cropped_2013-01-19_297-93_298-05.mp4","eines der großen Aufgaben auch für dieses Jahr. Und das bedeutet mehr wirtschaftliche Zusammenarbeit in der EU als wir das bis jetzt kennen, insbesondere in der Euro-Zone","Die Jugendlichen in Deutschland, Frankreich und in ganz Europa treten in ein paar Jahren die Nachfolge im europäischen Einigungsprozess an. Was können Sie ihnen mit auf den weg geben, um weiterhin für","","si","12","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-01-19_371-91_372-45.mp4","Was wünschen Sie sich persönlich für die Zukunft des deutsch-französische Jugendwerks, für die deutsch-französischen Beziehungen und für Europa?","Ja, ich wünsche mir natürlich, dass wir noch enger zusammenwachsen, das wir uns noch mehr verstehen und das vor allen Ding die schreckliche Jugendarbeitslosigkeit in ein paar Jahren überwunden sein wird.","","i","54","Merkel","Perfectly clear","Merkel"
"cropped_2013-02-23_072-51_073-05.mp4","alte Höhlenkloster mir anzuschauen, ein Weltkulturerbe und damit ein Stückchen mehr Türkei kennenzulernen als nur diese beiden großen Städtze","Viele meiner Landsleute, Frau Bundeskanzelerin, und ich auch, machen uns große Sorge um die Lage in Syrien.","","m","54","Merkel","Cut or Zoom","Merkel"
"cropped_2013-02-23_256-29_256-08.mp4","die wollen wir ausbauen das ist eine Möglichkeit. Und ich hab mit Ministerpresidenten Erdogan gesagt, dass wir auch etwas ähnliches in Deutschland brauchen, daran arbeiten wir noch.","Wie stehen Sie zum Beitritt der Türkei in die EU? Ist der Beitritt absehbar?","","m","-21","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-03-23_158-07_158-82.mp4","gestärkt, sich um jeden einzelnen zu kümmern, und das sehe ich auch als eine Chance. Wie könnte ein überarbeitete Version des Generationsvertrag aussehen?","Es bedeutet, dass die Generationen mehr Verantwortung füreinander übernehmen müssen. Das hat Auswirkungen auf die Älteren","","sm+i","75","Merkel","Perfectly clear","Merkel"
"cropped_2013-04-20_266-82_267-42.mp4","dass sie jemandem seine gesamte Existenzgrundlage entziehen. Und insofern ist das schon kein Kavaliersdelikt.","Die Deutsche Content Allianz und internationale Verbände der Film- und Musikindustrie haben die Debatte um eine „neue digitale Medienordnung“ angestoßen.","","m","60","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-05-25_274-02_274-98.mp4","Der NSU-Prozess hat diesen Monat begonnen, und seit der Aufdeckung der rassistisch motivierten Morde jagt eine Panne die andere.","Das Vertrauen der Bürgerinnen und Bürger mit Migrationshintergrund ist gegenüber den staatlichen Einrichtungen stark angeschlagen. Wie kann dieses Vertrauen wieder aufgebaut werden?","","i","96","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-05-25_361-92_362-58.mp4","Ähnliche Äußerungen gibt es auch über den Integrationsgipfel, der lediglich Empfehlungen, aber keine konkreten Gesetzesvorschläge ausarbeitet.","Ist es möglich, diese Vorwürfe künftig abzuwehren? Ich glaube, dass es doch erst einmal immer wichtig ist, dass Diskussionen geführt werden zwischen den verschiedenen Ebenen","","i","66","Merkel","Perfectly clear","Merkel"
"cropped_2013-07-13_312-93_313-44.mp4","Lobbyismus. Wie kann man diesen Einfluss begrenzen, so wie das viele Bürgerinnen und Bürger erwarten? Die Sache hat zwei Seiten. Das Eine ist:","Unternehmen, die zum Beispiel im Bereich der Chemie tätig sind, haben natürlich auch ein hohes Maß an Fachwissen. In Deutschland haben sich die in der Chemie tätigen Unternehmen","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2013-09-28_207-42_207-99.mp4","Und das hilft gerade auch den Regionen in Westdeutschland, in denen eine hohe Arbeitslosigkeit herrscht.","Um die Wirtschaft in den neuen Ländern ein bisschen auf die Beine zu stellen, hat man vielerorts auf einen sehr pragmatischen Wissenstransfer zwischen Hochschulen und Unternehmen gesetzt.","","m","57","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-10-05_229-47_230-22.mp4","nicht nur zu einem Raum eines Binnenmarktes entwickeln, sondern auch zu einem Raum eines gemeinsamen Arbeitsmarktes. Das wird viele Jahre dauern. Aber Deutschland kann ja auch Vorreiter sein.","Würden Sie Schul- und Studienabgängern dazu raten, sich selbstständig zu machen und ein Start-up zu gründen?","","i","75","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-10-19_049-32_049-86.mp4","Die fand in der Philharmonie statt. Und dies war natürlich ein besonders bewegendes Ereignis, wenngleich dort die Musik nicht im Vordergrund stand.","Mit seiner Architektur wollte Hans Scharoun einen Ort des gemeinsamen Erlebens der Musik erschaffen.","","i","54","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-10-26_026-04_026-55.mp4","1923 nahm der erste Höhrfunksender Deutschlands seinen Sendebetrieb auf. Damals eine Revolution, der Beginn eines neuen Informationszeitalters.","Welche Bedeutung hat der Höhrfunk in unserer heutigen Medienlandschaft? Der Höhrfunkt hat nach wie vor eine sehr große Bedeutung.","","i","51","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-11-02_134-73_135-27.mp4","Zeitzeugen gedient haben, ist mittlerweile fast ausgestorben. Welche Programme sieht die Bundesregierung vor, um die Erinnerung an den Nationalsozialismus dennoch wachzuhalten?","Wir haben glücklicherweise noch Zeitzeugen, und auch ich persönlich konnte schon viele treffen. Und als erstes möchte ich ihnen ein ganz herzliches Dankeschön sagen.","","sm","54","Merkel","Perfectly clear","Merkel"
"cropped_2013-11-02_251-64_252-24.mp4","gegen Extremismus, gegen Antisemitismus. Und außerdem brauchen wir die Zivilcourage aller Menschen im Lande, dass sie Antisemitismus nicht dulden.","Auch heute noch gibt es trotzdem eine große Unaufgeklärtheit gegenüber jüdischen Mitbürgern in unserer Gesellschaft. So ist, laut einer vom Bundestag beauftragten Untersuchung im März","","m","60","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-12-07_137-22_137-73.mp4","beteiligt sich Deutschland mit einer Ausbildungsmission. Aber erst einmal war die militärische Intervention zur Stabilisierung notwendig. Jetzt ist die Hauptaufgabe bei der Politik.","Der Sturz des Regimes in Libyen und die Staatskrise in Mali haben in der gesamten Sahelzone eine unsichere Lage geschaffen. Dies stellt auch eine Bedrohung für Europa dar.","","m","51","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-12-07_291-87_292-38.mp4","Sondern wir werden uns für die gute Entwicklung Malis auch in den nächsten Jahren sehr intensiv interessieren.","Seit 2012 gab es in Mali viele Menschenrechtsverletzungen im Zusammenhang mit dem Putsch. Nicht nur in Mali, sondern auch in der Region selbst","","i","51","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-12-14_025-02_025-62.mp4","Ihr Kalender ist sozusagen voll. Trotzdem finden Sie Zeit, um die Angehörigen der Bürgerinnen und Bürgern zu empfangen, die sich gerade im Auslandseinsatz befinden.","Was bedeutet Ihnen das? Ja, für mich ist das eine- ein wichtiges Treffen. Ich mache das in jedem Jahr und möchte damit","","i","60","Merkel","Perfectly clear","Merkel"
"cropped_2013-12-14_074-04_074-91.mp4","die zu Hause sind, die warten, die Sorgen haben; wie werden sie in der Bevölkerung aufgenommen? Und deshalb ist dieses Dankeschön aus meiner Sicht mehr als gerechtfertigt.","Ich war selbst dieses Jahr in Afghanistan und bin im März zurückgekommen. Kurz darauf waren Sie persönlich auch vor Ort zum Truppenbesuch und haben sich Ihre persönlichen Eindrücke verschafft.","","si","87","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-12-14_194-85_195-36.mp4","erbringen eine tolle Leistung. Und ich finde, es ist Teil der Normalität der Bundeswehr geworden, dass Frauen auch ihren Weg gehen können und auch sehr selbstbewusst gehen.","Auslandseinsätze stoßen auf viel Skepsis in der Bevölkerung, zum Teil sogar bis auf Ablehnung. Auch einige Politiker äußern, dass sie der Meinung sind, dass militärische Einsätze","","si","51","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-12-31_016-59_017-31.mp4","Vielleicht nehmen Sie sich gerade vor, mit dem Rauchen aufzuhören, mehr Sport zu machen, oder mehr Zeit für die Familie zu haben.","Ich selbst nehme mir eigentlich immer vor, mehr an die frische Luft zu kommen auch das sicher ein Klassiker unter den guten Vorsätzen.","","m","72","Merkel","Cut or Zoom","Merkel"
"cropped_2013-12-31_038-58_039-66.mp4","Oft jagt ein Ereignis das andere. Manchmal verändert eines davon vieles, wenn nicht gar alles in unserem Leben.","Die Flut, die im Frühsommer in das Leben vieler Menschen an Donau, Elbe, Mulde und Saale brach, war so ein Ereignis.","","m","108","Merkel","Cut or Zoom","Merkel"
"cropped_2013-12-31_048-54_049-08.mp4","Die Flut, die im Frühsommer in das Leben vieler Menschen an Donau, Elbe, Mulde und Saale brach, war so ein Ereignis.","Gerade erst waren die Folgen der gewaltigen Flut von 2002 beseitigt, da mussten viele erneut ohnmächtig zuschauen, wie ihr ganzes Hab","","m","54","Merkel","Perfectly clear","Merkel"
"cropped_2013-12-31_061-17_062-16.mp4","Gerade erst waren die Folgen der gewaltigen Flut von 2002 beseitigt, da mussten viele erneut ohnmächtig zuschauen, wie ihr ganzes Hab und Gut weggeschwemmt wurde.","Doch zugleich brach noch eine Welle ganz anderer Art los, eine überwältigende Welle der Hilfsbereitschaft.","","m","99","Interviewer","Perfectly clear","Interviewer"
"cropped_2013-12-31_069-18_069-69.mp4","Doch zugleich brach noch eine Welle ganz anderer Art los, eine überwältigende Welle der Hilfsbereitschaft.","Sie zeigte besonders deutlich, was in unserem Land steckt. Eine Gruppe von Studenten in Passau mobilisierte über das Internet","","m","51","Merkel","Perfectly clear","Merkel"
"cropped_2013-12-31_074-28_075-39.mp4","Sie zeigte besonders deutlich, was in unserem Land steckt.","Eine Gruppe von Studenten in Passau mobilisierte über das Internet täglich ein paar Tausend freiwilliger Helfer und sorgte","","m","111","Merkel","Perfectly clear","Merkel"
"cropped_2013-12-31_088-08_088-74.mp4","über das Internet täglich ein paar Tausend freiwilliger Helfer und sorgte dafür, dass die Hilfe dorthin kam, wo sie gebraucht wurde.","Das ist nur ein Beispiel von vielen. Und natürlich ist fern der großen Schlagzeilen auch in unserem persönlichen Leben viel geschehen","","m","66","Merkel","Perfectly clear","Merkel"
"cropped_2013-12-31_091-92_093-51.mp4","Das ist nur ein Beispiel von vielen.","Und natürlich ist fern der großen Schlagzeilen auch in unserem persönlichen Leben viel geschehen, Schönes wie Enttäuschendes.","","m","159","Merkel","Cut or Zoom","Merkel"
"cropped_2013-12-31_102-15_102-09.mp4","Und natürlich ist fern der großen Schlagzeilen auch in unserem persönlichen Leben viel geschehen, Schönes wie Enttäuschendes.","Manche sorgen sich auch um einen kranken Angehörigen oder haben einen lieben Menschen verloren und erleben den heutigen Abend in Trauer.","","m","-6","Merkel","Perfectly clear","Merkel"
"cropped_2013-12-31_112-08_112-92.mp4","Manche sorgen sich auch um einen kranken Angehörigen oder haben einen lieben Menschen verloren und erleben den heutigen Abend in Trauer.","Es ist also wahrlich nicht alles so, wie wir es uns erhoffen oder wünschen. Doch immer wieder gibt es Chancen zu neuen Anfängen.","","m","84","Merkel","Cut or Zoom","Merkel"
"cropped_2013-12-31_118-41_119-04.mp4","Es ist also wahrlich nicht alles so, wie wir es uns erhoffen oder wünschen.","Doch immer wieder gibt es Chancen zu neuen Anfängen. Viele in Deutschland - Junge wie Alte - sagen: Ich wage es.","","m","63","Merkel","Cut or Zoom","Merkel"
"cropped_2013-12-31_122-67_123-45.mp4","wie wir es uns erhoffen oder wünschen. Doch immer wieder gibt es Chancen zu neuen Anfängen.","Viele in Deutschland - Junge wie Alte - sagen: Ich wage es. Sie gründen eine Initiative oder eine Firma.","","m","78","Merkel","Perfectly clear","Merkel"
